CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Geography_Spain
0.36701255059976284,-0.6600184841162697,0.3413519501232164,-1.2258476714090278,0.8077365626180215,0.646091668153197,0.9702425509371355,1.373783577489681,0.9124191495230393
-0.19171333779384153,0.2935174228967471,-0.35020386455104724,0.6913888112717486,0.8077365626180215,0.646091668153197,0.9702425509371355,1.6674072888505693,0.9124191495230393
-0.9470279646963067,-1.4228472097266833,-0.695981771888179,0.613101513322822,-0.9115834940401767,0.646091668153197,-1.0306701134001208,-0.24691024540961162,0.9124191495230393
-0.9263344132743214,-1.1367864376227783,1.378685672134612,0.9480212886658435,-0.9115834940401767,0.646091668153197,-1.0306701134001208,0.921445934982976,-1.0959875190286648
-1.381592544557999,1.6284676927149706,1.378685672134612,1.0523628958095774,-0.9115834940401767,-1.5477679860172513,-1.0306701134001208,-1.0538117002471714,0.9124191495230393
-0.84356020758638,0.1981638321954454,-0.35020386455104724,0.7013078286541791,-0.9115834940401767,0.646091668153197,-1.0306701134001208,1.0965467387821273,0.9124191495230393
0.33597222346678485,0.10281024149414371,-1.3875375865624426,-1.2258476714090278,0.8077365626180215,-1.5477679860172513,-1.0306701134001208,-0.4230437819643489,-1.0959875190286648
1.122327177502228,0.5795781950006521,1.03290776479748,-1.2258476714090278,0.8077365626180215,0.646091668153197,0.9702425509371355,-0.014589369574700512,-1.0959875190286648
-2.3231491342583324,-0.4693113027136664,-0.695981771888179,-1.2258476714090278,0.8077365626180215,0.646091668153197,0.9702425509371355,-0.6757263082480467,-1.0959875190286648
-0.5124633848346144,3.344832325338401,-1.0417596792253108,-1.2258476714090278,0.8077365626180215,-1.5477679860172513,0.9702425509371355,-0.843986626925251,0.9124191495230393
0.8740045604384039,1.3424069206110656,1.03290776479748,0.7590353911277289,0.8077365626180215,-1.5477679860172513,0.9702425509371355,1.223571650489153,-1.0959875190286648
0.17042381209090204,0.0074566507928420294,-1.0417596792253108,-1.2258476714090278,0.8077365626180215,0.646091668153197,-1.0306701134001208,-1.0323675845006035,-1.0959875190286648
0.9360852147043599,-0.6600184841162697,-0.004425957213915414,-1.2258476714090278,-0.9115834940401767,0.646091668153197,0.9702425509371355,-0.6129798378783452,0.9124191495230393
-1.443673198823955,-0.8507256655188732,-0.004425957213915414,-1.2258476714090278,0.8077365626180215,0.646091668153197,-1.0306701134001208,0.7634574729491831,-1.0959875190286648
-1.474713525956933,0.1981638321954454,-0.004425957213915414,-1.2258476714090278,0.8077365626180215,0.646091668153197,0.9702425509371355,-0.10293244907426596,-1.0959875190286648
-1.2574312360260869,-0.7553720748175714,0.6871298574603482,-1.2258476714090278,0.8077365626180215,0.646091668153197,0.9702425509371355,1.3147411381734793,-1.0959875190286648
0.2325044663568581,0.48422460429935044,1.03290776479748,0.9128893853020643,-0.9115834940401767,-1.5477679860172513,0.9702425509371355,-1.6412095378255886,-1.0959875190286648
-1.4022860959799843,0.10281024149414371,1.7244635794717436,0.7191379872250948,-0.9115834940401767,0.646091668153197,-1.0306701134001208,0.6654779308942537,0.9124191495230393
2.063883767202561,0.9609925578058589,1.03290776479748,0.35521940225342435,-0.9115834940401767,0.646091668153197,-1.0306701134001208,0.33186282167809833,0.9124191495230393
-0.2434472163488049,-1.0414328469214764,-0.004425957213915414,-0.08636462884465432,-0.9115834940401767,0.646091668153197,0.9702425509371355,0.528873418664373,0.9124191495230393
-0.15032623494987085,-0.27860412131106305,-0.004425957213915414,0.6582840166325081,0.8077365626180215,0.646091668153197,0.9702425509371355,0.19967894122334953,0.9124191495230393
1.5258514302309423,-1.0414328469214764,-0.695981771888179,-1.2258476714090278,0.8077365626180215,0.646091668153197,-1.0306701134001208,-1.7003829163175697,0.9124191495230393
0.5118674105536603,-0.3739577120123647,-0.35020386455104724,0.3104050416335127,0.8077365626180215,0.646091668153197,-1.0306701134001208,1.614449260902941,0.9124191495230393
-1.412632871690977,-0.3739577120123647,-0.695981771888179,0.7139277344162686,-0.9115834940401767,0.646091668153197,-1.0306701134001208,-1.566428313914659,0.9124191495230393
0.6463754947965651,-0.18325053060976135,1.03290776479748,-1.2258476714090278,-0.9115834940401767,0.646091668153197,0.9702425509371355,-1.455230349036253,-1.0959875190286648
-1.8989313301076327,-1.0414328469214764,1.7244635794717436,0.7986207472214858,-0.9115834940401767,0.646091668153197,-1.0306701134001208,-1.1779474294766656,0.9124191495230393
0.3980528777327409,-0.5646648934149681,-1.0417596792253108,1.3675731738005368,0.8077365626180215,0.646091668153197,-1.0306701134001208,1.204912730995527,0.9124191495230393
-1.4540199745349478,-0.7553720748175714,-1.7333154938995745,0.5962523740832555,-0.9115834940401767,0.646091668153197,-1.0306701134001208,-1.1649035922208955,0.9124191495230393
-0.336568197747739,1.6284676927149706,0.6871298574603482,-1.2258476714090278,-0.9115834940401767,0.646091668153197,0.9702425509371355,0.7357291462152229,0.9124191495230393
-1.826503900130684,0.5795781950006521,1.7244635794717436,-1.2258476714090278,0.8077365626180215,-1.5477679860172513,-1.0306701134001208,1.253497599140119,0.9124191495230393
1.0705932989472646,-0.18325053060976135,0.3413519501232164,-1.2258476714090278,-0.9115834940401767,0.646091668153197,0.9702425509371355,0.279119200109934,0.9124191495230393
0.5429077376866382,1.6284676927149706,1.378685672134612,-1.2258476714090278,-0.9115834940401767,-1.5477679860172513,-1.0306701134001208,-0.252886671083418,0.9124191495230393
0.33597222346678485,-0.8507256655188732,1.7244635794717436,-0.30176480444184867,-0.9115834940401767,-1.5477679860172513,-1.0306701134001208,-0.3625491871940479,0.9124191495230393
-0.5538504876785851,-1.23214002832408,1.03290776479748,1.17804860513472,-0.9115834940401767,0.646091668153197,-1.0306701134001208,-1.0043827700053216,-1.0959875190286648
1.6707062901848397,-1.4228472097266833,1.7244635794717436,-1.2258476714090278,0.8077365626180215,0.646091668153197,0.9702425509371355,0.9879719046695089,0.9124191495230393
1.8776418044046932,-0.4693113027136664,0.3413519501232164,0.9889405810273375,0.8077365626180215,-1.5477679860172513,0.9702425509371355,0.807214111140652,-1.0959875190286648
-1.4954070773789185,0.38887101359804876,-1.0417596792253108,-1.2258476714090278,0.8077365626180215,0.646091668153197,-1.0306701134001208,0.09526320831431884,0.9124191495230393
0.35666577488877016,0.10281024149414371,0.6871298574603482,-1.2258476714090278,-0.9115834940401767,0.646091668153197,-1.0306701134001208,-0.47363290633741106,-1.0959875190286648
-0.19171333779384153,1.0563461485071606,-0.004425957213915414,0.5044292211027313,-0.9115834940401767,0.646091668153197,0.9702425509371355,-1.619001175495286,-1.0959875190286648
0.16007703637990936,-1.1367864376227783,-0.35020386455104724,-1.2258476714090278,0.8077365626180215,-1.5477679860172513,-1.0306701134001208,-0.19717022594403,-1.0959875190286648
1.2878755888781108,-0.08789693990845966,0.3413519501232164,1.6572113983013164,0.8077365626180215,-1.5477679860172513,-1.0306701134001208,0.922179403035352,-1.0959875190286648
0.49117385913167494,0.0074566507928420294,1.378685672134612,1.370446033057918,-0.9115834940401767,-1.5477679860172513,-1.0306701134001208,-0.17176611305266304,-1.0959875190286648
0.0669560549809753,0.0074566507928420294,-0.35020386455104724,0.06102995965881718,-0.9115834940401767,0.646091668153197,-1.0306701134001208,-0.05038427987472927,-1.0959875190286648
1.0085126446813086,-0.4693113027136664,1.03290776479748,-1.2258476714090278,0.8077365626180215,0.646091668153197,-1.0306701134001208,-0.808696519317505,-1.0959875190286648
